# Odd core environment

This is a list of integers in consecutive order. For every `n`:
- `oc` is the 2-adic "odd core" of the number, after removing all factors of 2. For odd numbers, oc is the number itself.
- `k` is the 2-adic exponent, the number of halvings (n = oc * 2^k). For odd numbers, k is always 0.
- `dist` is the odd-to-odd Collatz stopping distance of the odd core.
- 'base3' and 'base2' representations of the odd core are given.
- residues of the odd core modulo a set of small primes follows (`m3`, `m5`, etc)

n,oc,k,dist,base3,base2,m3,m5,m7,m11,m13,m17,m19,m23,m29,m31,m37,m41,m43,m47,m53,m59,m61,m67,m71,m73
718,359,1,16,111022,101100111,2,4,2,7,8,2,17,14,11,18,26,31,15,30,41,5,54,24,4,67
719,719,0,16,222122,1011001111,2,4,5,4,4,5,16,6,23,6,16,22,31,14,30,11,48,49,9,62
720,45,4,4,1200,101101,0,0,3,1,6,11,7,22,16,14,8,4,2,45,45,45,45,45,45,45
721,721,0,14,222201,1011010001,1,1,0,6,6,7,18,8,25,8,18,24,33,16,32,13,50,51,11,64
722,361,1,14,111101,101101001,1,1,4,9,10,4,0,16,13,20,28,33,17,32,43,7,56,26,6,69
723,723,0,14,222210,1011010011,0,3,2,8,8,9,1,10,27,10,20,26,35,18,34,15,52,53,13,66
724,181,2,4,20201,10110101,1,1,6,5,12,11,10,20,7,26,33,17,9,40,22,4,59,47,39,35
725,725,0,4,222212,1011010101,2,0,4,10,10,11,3,12,0,12,22,28,37,20,36,17,54,55,15,68
726,363,1,14,111110,101101011,0,3,6,0,12,6,2,18,15,22,30,35,19,34,45,9,58,28,8,71
727,727,0,14,222221,1011010111,1,2,6,1,12,13,5,14,2,14,24,30,39,22,38,19,56,57,17,70
728,91,3,33,10101,1011011,1,1,0,3,0,6,15,22,4,29,17,9,5,44,38,32,30,24,20,18
729,729,0,9,1000000,1011011001,0,4,1,3,1,15,7,16,4,16,26,32,41,24,40,21,58,59,19,72
730,365,1,33,111112,101101101,2,0,1,2,1,8,4,20,17,24,32,37,21,36,47,11,60,30,10,0
731,731,0,50,1000002,1011011011,2,1,3,5,3,0,9,18,6,18,28,34,0,26,42,23,60,61,21,1
732,183,2,33,20210,10110111,0,3,1,7,1,13,12,22,9,28,35,19,11,42,24,6,0,49,41,37
733,733,0,33,1000011,1011011101,1,3,5,7,5,2,11,20,8,20,30,36,2,28,44,25,1,63,23,3
734,367,1,14,111121,101101111,1,2,3,4,3,10,6,22,19,26,34,39,23,38,49,13,1,32,12,2
735,735,0,14,1000020,1011011111,0,0,0,9,7,4,13,22,10,22,32,38,4,30,46,27,3,65,25,5
736,23,5,4,212,10111,2,3,2,1,10,6,4,0,23,23,23,23,23,23,23,23,23,23,23,23
737,737,0,50,1000022,1011100001,2,2,2,0,9,6,15,1,12,24,34,40,6,32,48,29,5,0,27,7
738,369,1,4,111200,101110001,0,4,5,6,5,12,8,1,21,28,36,0,25,40,51,15,3,34,14,4
739,739,0,4,1000101,1011100011,1,4,4,2,11,8,17,3,14,26,36,1,8,34,50,31,7,2,29,9
740,185,2,14,20212,10111001,2,0,3,9,3,15,14,1,11,30,0,21,13,44,26,8,2,51,43,39
741,741,0,14,1000110,1011100101,0,1,6,4,0,10,0,5,16,28,1,3,10,36,52,33,9,4,31,11
742,371,1,14,111202,101110011,2,1,0,8,7,14,10,3,23,30,1,2,27,42,0,17,5,36,16,6
743,743,0,33,1000112,1011100111,2,3,1,6,2,12,2,7,18,30,3,5,12,38,1,35,11,6,33,13
744,93,3,4,10110,1011101,0,3,2,5,2,8,17,1,6,0,19,11,7,46,40,34,32,26,22,20
745,745,0,31,1000121,1011101001,1,0,3,8,4,14,4,9,20,1,5,7,14,40,3,37,13,8,35,15
746,373,1,4,111211,101110101,1,3,2,10,9,16,12,5,25,1,3,4,29,44,2,19,7,38,18,8
747,747,0,14,1000200,1011101011,0,2,5,10,6,16,6,11,22,3,7,9,16,42,5,39,15,10,37,17
748,187,2,14,20221,10111011,1,2,5,0,5,0,16,3,13,1,2,23,15,46,28,10,4,53,45,41
749,749,0,14,1000202,1011101101,2,4,0,1,8,1,8,13,24,5,9,11,18,44,7,41,17,12,39,19
750,375,1,14,111220,101110111,0,0,4,1,11,1,14,7,27,3,5,6,31,46,4,21,9,40,20,10
751,751,0,50,1000211,1011101111,1,1,2,3,10,3,10,15,26,7,11,13,20,46,9,43,19,14,41,21
752,47,4,38,1202,101111,2,2,5,3,8,13,9,1,18,16,10,6,4,0,47,47,47,47,47,47
753,753,0,4,1000220,1011110001,0,3,4,5,12,5,12,17,28,9,13,15,22,1,11,45,21,16,43,23
754,377,1,21,111222,101111001,2,2,6,3,0,3,16,9,0,5,7,8,33,1,6,23,11,42,22,12
755,755,0,21,1000222,1011110011,2,0,6,7,1,7,14,19,1,11,15,17,24,3,13,47,23,18,45,25
756,189,2,38,21000,10111101,0,4,0,2,7,2,18,5,15,3,4,25,17,1,30,12,6,55,47,43
757,757,0,38,1001001,1011110101,1,2,1,9,3,9,16,21,3,13,17,19,26,5,15,49,25,20,47,27
758,379,1,19,112001,101111011,1,4,1,5,2,5,18,11,2,7,9,10,35,3,8,25,13,44,24,14
759,759,0,19,1001010,1011110111,0,4,3,0,5,11,18,0,5,15,19,21,28,7,17,51,27,22,49,29
760,95,3,38,10112,1011111,2,0,4,7,4,10,0,3,8,2,21,13,9,1,42,36,34,28,24,22
761,761,0,9,1001012,1011111001,2,1,5,2,7,13,1,2,7,17,21,23,30,9,19,53,29,24,51,31
762,381,1,38,112010,101111101,0,1,3,7,4,7,1,13,4,9,11,12,37,5,10,27,15,46,26,16
763,763,0,55,1001021,1011111011,1,3,0,4,9,15,3,4,9,19,23,25,32,11,21,55,31,26,53,33
764,191,2,14,21002,10111111,2,1,2,4,9,4,1,7,17,5,6,27,19,3,32,14,8,57,49,45
765,765,0,14,1001100,1011111101,0,0,2,6,11,0,5,6,11,21,25,27,34,13,23,57,33,28,55,35
766,383,1,14,112012,101111111,2,3,5,9,6,9,3,15,6,11,13,14,39,7,12,29,17,48,28,18
767,767,0,19,1001102,1011111111,2,2,4,8,0,2,7,8,13,23,27,29,36,15,25,0,35,30,57,37
768,3,8,2,10,11,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
769,769,0,9,1001111,1100000001,1,4,6,10,2,4,9,10,15,25,29,31,38,17,27,2,37,32,59,39
770,385,1,9,112021,110000001,1,0,0,0,8,11,5,17,8,13,15,16,41,9,14,31,19,50,30,20
771,771,0,9,1001120,1100000011,0,1,1,1,4,6,11,12,17,27,31,33,40,19,29,4,39,34,61,41
772,193,2,43,21011,11000001,1,3,4,6,11,6,3,9,19,7,8,29,21,5,34,16,10,59,51,47
773,773,0,43,1001122,1100000101,2,3,3,3,6,8,13,14,19,29,33,35,42,21,31,6,41,36,63,43
774,387,1,43,112100,110000011,0,2,2,2,10,13,7,19,10,15,17,18,0,11,16,33,21,52,32,22
775,775,0,55,1001201,1100000111,1,0,5,5,8,10,15,16,21,0,35,37,1,23,33,8,43,38,65,45
776,97,3,43,10121,1100001,1,2,6,9,6,12,2,5,10,4,23,15,11,3,44,38,36,30,26,24
777,777,0,9,1001210,1100001001,0,2,0,7,10,12,17,18,23,2,0,39,3,25,35,10,45,40,67,47
778,389,1,43,112102,110000101,2,4,4,4,12,15,9,21,12,17,19,20,2,13,18,35,23,54,34,24
779,779,0,19,1001212,1100001011,2,4,2,9,12,14,0,20,25,4,2,0,5,27,37,12,47,42,69,49
780,195,2,43,21020,11000011,0,0,6,8,0,8,5,11,21,9,10,31,23,7,36,18,12,61,53,49
781,781,0,43,1001221,1100001101,1,1,4,0,1,16,2,22,27,6,4,2,7,29,39,14,49,44,0,51
782,391,1,43,112111,110000111,1,1,6,6,1,0,11,0,14,19,21,22,4,15,20,37,25,56,36,26
783,783,0,43,1002000,1100001111,0,3,6,2,3,1,4,1,0,8,6,4,9,31,41,16,51,46,2,53
784,49,4,7,1211,110001,1,4,0,5,10,15,11,3,20,18,12,8,6,2,49,49,49,49,49,49
785,785,0,43,1002002,1100010001,2,0,1,4,5,3,6,3,2,10,8,6,11,33,43,18,53,48,4,55
786,393,1,19,112120,110001001,0,3,1,8,3,2,13,2,16,21,23,24,6,17,22,39,27,58,38,28
787,787,0,19,1002011,1100010011,1,2,3,6,7,5,8,5,4,12,10,8,13,35,45,20,55,50,6,57
788,197,2,7,21022,11000101,2,2,1,10,2,10,7,13,23,11,12,33,25,9,38,20,14,63,55,51
789,789,0,7,1002020,1100010101,0,4,5,8,9,7,10,7,6,14,12,10,15,37,47,22,57,52,8,59
790,395,1,26,112122,110001011,2,0,3,10,5,4,15,4,18,23,25,26,8,19,24,41,29,60,40,30
791,791,0,26,1002022,1100010111,2,1,0,10,11,9,12,9,8,16,14,12,17,39,49,24,59,54,10,61
792,99,3,7,10200,1100011,0,4,1,0,8,14,4,7,12,6,25,17,13,5,46,40,38,32,28,26
793,793,0,26,1002101,1100011001,1,3,2,1,0,11,14,11,10,18,16,14,19,41,51,26,0,56,12,63
794,397,1,7,112201,110001101,1,2,5,1,7,6,17,6,20,25,27,28,10,21,26,43,31,62,42,32
795,795,0,36,1002110,1100011011,0,0,4,3,2,13,16,13,12,20,18,16,21,43,0,28,2,58,14,65
796,199,2,43,21101,11000111,1,4,3,1,4,12,9,15,25,13,14,35,27,11,40,22,16,65,57,53
797,797,0,43,1002112,1100011101,2,2,6,5,4,15,18,15,14,22,20,18,23,45,2,30,4,60,16,67
798,399,1,43,112210,110001111,0,4,0,3,9,8,0,8,22,27,29,30,12,23,28,45,33,64,44,34
799,799,0,24,1002121,1100011111,1,4,1,7,6,0,1,17,16,24,22,20,25,0,4,32,6,62,18,69
800,25,5,7,221,11001,1,0,4,3,12,8,6,2,25,25,25,25,25,25,25,25,25,25,25,25
801,801,0,19,1002200,1100100001,0,1,3,9,8,2,3,19,18,26,24,22,27,2,6,34,8,64,20,71
802,401,1,4,112212,110010001,2,1,2,5,11,10,2,10,24,29,31,32,14,25,30,47,35,66,46,36
803,803,0,4,1002202,1100100011,2,3,5,0,10,4,5,21,20,28,26,24,29,4,8,36,10,66,22,0
804,201,2,4,21110,11001001,0,1,5,3,6,14,11,17,27,15,16,37,29,13,42,24,18,0,59,55
805,805,0,4,1002211,1100100101,1,0,0,2,12,6,7,0,22,30,28,26,31,6,10,38,12,1,24,2
806,403,1,4,112221,110010011,1,3,4,7,0,12,4,12,26,0,33,34,16,27,32,49,37,1,48,38
807,807,0,24,1002220,1100100111,0,2,2,4,1,8,9,2,24,1,30,28,33,8,12,40,14,3,26,4
808,101,3,7,10202,1100101,2,1,3,2,10,16,6,9,14,8,27,19,15,7,48,42,40,34,30,28
809,809,0,14,1002222,1100101001,2,4,4,6,3,10,11,4,26,3,32,30,35,10,14,42,16,5,28,6
810,405,1,7,120000,110010101,0,0,6,9,2,14,6,14,28,2,35,36,18,29,34,51,39,3,50,40
811,811,0,48,1010001,1100101011,1,1,6,8,5,12,13,6,28,5,34,32,37,12,16,44,18,7,30,8
812,203,2,12,21112,11001011,2,3,0,5,8,16,13,19,0,17,18,39,31,15,44,26,20,2,61,57
813,813,0,12,1010010,1100101101,0,3,1,10,7,14,15,8,1,7,36,34,39,14,18,46,20,9,32,10
814,407,1,12,120002,110010111,2,2,1,0,4,16,8,16,1,4,0,38,20,31,36,53,41,5,52,42
815,815,0,48,1010012,1100101111,2,0,3,1,9,16,17,10,3,9,1,36,41,16,20,48,22,11,34,12
816,51,4,7,1220,110011,0,1,2,7,12,0,13,5,22,20,14,10,8,4,51,51,51,51,51,51
817,817,0,12,1010021,1100110001,1,2,5,3,11,1,0,12,5,11,3,38,0,18,22,50,24,13,36,14
818,409,1,12,120011,110011001,1,4,3,2,6,1,10,18,3,6,2,40,22,33,38,55,43,7,54,44
819,819,0,12,1010100,1100110011,0,4,0,5,0,3,2,14,7,13,5,40,2,20,24,52,26,15,38,16
820,205,2,7,21121,11001101,1,0,2,7,10,1,15,21,2,19,20,0,33,17,46,28,22,4,63,59
821,821,0,7,1010102,1100110101,2,1,2,7,2,5,4,16,9,15,7,1,4,22,26,54,28,17,40,18
822,411,1,48,120020,110011011,0,1,5,4,8,3,12,20,5,8,4,1,24,35,40,57,45,9,56,46
823,823,0,48,1010111,1100110111,1,3,4,9,4,7,6,18,11,17,9,3,6,24,28,56,30,19,42,20
824,103,3,31,10211,1100111,1,3,5,4,12,1,8,11,16,10,29,21,17,9,50,44,42,36,32,30
825,825,0,48,1010120,1100111001,0,0,6,0,6,9,8,20,13,19,11,5,8,26,30,58,32,21,44,22
826,413,1,31,120022,110011101,2,3,0,6,10,5,14,22,7,10,6,3,26,37,42,0,47,11,58,48
827,827,0,12,1010122,1100111011,2,2,1,2,8,11,10,22,15,21,13,7,10,28,32,1,34,23,46,24
828,207,2,31,21200,11001111,0,2,4,9,12,3,17,0,4,21,22,2,35,19,48,30,24,6,65,61
829,829,0,31,1010201,1100111101,1,4,3,4,10,13,12,1,17,23,15,9,12,30,34,3,36,25,48,26
830,415,1,48,120101,110011111,1,0,2,8,12,7,16,1,9,12,8,5,28,39,44,2,49,13,60,50
831,831,0,48,1010210,1100111111,0,1,5,6,12,15,14,3,19,25,17,11,14,32,36,5,38,27,50,28
832,13,6,2,111,1101,1,3,6,2,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
833,833,0,7,1010212,1101000001,2,3,0,8,1,0,16,5,21,27,19,13,16,34,38,7,40,29,52,30
834,417,1,48,120110,110100001,0,2,4,10,1,9,18,3,11,14,10,7,30,41,46,4,51,15,62,52
835,835,0,48,1010221,1101000011,1,0,2,10,3,2,18,7,23,29,21,15,18,36,40,9,42,31,54,32
836,209,2,12,21202,11010001,2,4,6,0,1,5,0,2,6,23,24,4,37,21,50,32,26,8,67,63
837,837,0,12,1011000,1101000101,0,2,4,1,5,4,1,9,25,0,23,17,20,38,42,11,44,33,56,34
838,419,1,12,120112,110100011,2,4,6,1,3,11,1,5,13,16,12,9,32,43,48,6,53,17,64,54
839,839,0,29,1011002,1101000111,2,4,6,3,7,6,3,11,27,2,25,19,22,40,44,13,46,35,58,36
840,105,3,12,10220,1101001,0,0,0,6,1,3,10,13,18,12,31,23,19,11,52,46,44,38,34,32
841,841,0,12,1011011,1101001001,1,1,1,5,9,8,5,13,0,4,27,21,24,42,46,15,48,37,60,38
842,421,1,12,120121,110100101,1,1,1,3,5,13,3,7,15,18,14,11,34,45,50,8,55,19,66,56
843,843,0,12,1011020,1101001011,0,3,3,7,11,10,7,15,2,6,29,23,26,44,48,17,50,39,62,40
844,211,2,12,21211,11010011,1,1,1,2,3,7,2,4,8,25,26,6,39,23,52,34,28,10,69,65
845,845,0,12,1011022,1101001101,2,0,5,9,0,12,9,17,4,8,31,25,28,46,50,19,52,41,64,42
846,423,1,9,120200,110100111,0,3,3,5,7,15,5,9,17,20,16,13,36,0,52,10,57,21,68,58
847,847,0,9,1011101,1101001111,1,2,0,0,2,14,11,19,6,10,33,27,30,1,52,21,54,43,66,44
848,53,4,2,1222,110101,2,3,4,9,1,2,15,7,24,22,16,12,10,6,0,53,53,53,53,53
849,849,0,19,1011110,1101010001,0,4,2,2,4,16,13,21,8,12,35,29,32,3,1,23,56,45,68,46
850,425,1,19,120202,110101001,2,0,5,7,9,0,7,11,19,22,18,15,38,2,1,12,59,23,70,60
851,851,0,19,1011112,1101010011,2,1,4,4,6,1,15,0,10,14,0,31,34,5,3,25,58,47,70,48
852,213,2,2,21220,11010101,0,3,3,4,5,9,4,6,10,27,28,8,41,25,1,36,30,12,0,67
853,853,0,2,1011121,1101010101,1,3,6,6,8,3,17,2,12,16,2,33,36,7,5,27,60,49,1,50
854,427,1,17,120211,110101011,1,2,0,9,11,2,9,13,21,24,20,17,40,4,3,14,0,25,1,62
855,855,0,17,1011200,1101010111,0,0,1,8,10,5,0,4,14,18,4,35,38,9,7,29,1,51,3,52
856,107,3,36,10222,1101011,2,2,2,8,3,5,12,15,20,14,33,25,21,13,1,48,46,40,36,34
857,857,0,7,1011202,1101011001,2,2,3,10,12,7,2,6,16,20,6,37,40,11,9,31,3,53,5,54
858,429,1,36,120220,110101101,0,4,2,0,0,4,11,15,23,26,22,19,42,6,5,16,2,27,3,64
859,859,0,53,1011211,1101011011,1,4,5,1,1,9,4,8,18,22,8,39,42,13,11,33,5,55,7,56
860,215,2,36,21222,11010111,2,0,5,6,7,11,6,8,12,29,30,10,0,27,3,38,32,14,2,69
861,861,0,36,1011220,1101011101,0,1,0,3,3,11,6,10,20,24,10,0,1,15,13,35,7,57,9,58
862,431,1,12,120222,110101111,2,1,4,2,2,6,13,17,25,28,24,21,1,8,7,18,4,29,5,66
863,863,0,12,1011222,1101011111,2,3,2,5,5,13,8,12,22,26,12,2,3,17,15,37,9,59,11,60
864,27,5,41,1000,11011,0,2,6,5,1,10,8,4,27,27,27,27,27,27,27,27,27,27,27,27
865,865,0,53,1012001,1101100001,1,0,4,7,7,15,10,14,24,28,14,4,5,19,17,39,11,61,13,62
866,433,1,7,121001,110110001,1,3,6,4,4,8,15,19,27,30,26,23,3,10,9,20,6,31,7,68
867,867,0,7,1012010,1101100011,0,2,6,9,9,0,12,16,26,30,16,6,7,21,19,41,13,63,15,64
868,217,2,7,22001,11011001,1,2,0,8,9,13,8,10,14,0,32,12,2,29,5,40,34,16,4,71
869,869,0,7,1012012,1101100101,2,4,1,0,11,2,14,18,28,1,18,8,9,23,21,43,15,65,17,66
870,435,1,7,121010,110110011,0,0,1,6,6,10,17,21,0,1,28,25,5,12,11,22,8,33,9,70
871,871,0,65,1012021,1101100111,1,1,3,2,0,4,16,20,1,3,20,10,11,25,23,45,17,0,19,68
872,109,3,41,11001,1101101,1,4,4,10,5,7,14,17,22,16,35,27,23,15,3,50,48,42,38,36
873,873,0,53,1012100,1101101001,0,3,5,4,2,6,18,22,3,5,22,12,13,27,25,47,19,2,21,70
874,437,1,41,121012,110110101,2,2,3,8,8,12,0,0,2,3,30,27,7,14,13,24,10,35,11,72
875,875,0,7,1012102,1101101011,2,0,0,6,4,8,1,1,5,7,24,14,15,29,27,49,21,4,23,72
876,219,2,17,22010,11011011,0,4,2,10,11,15,10,12,16,2,34,14,4,31,7,42,36,18,6,0
877,877,0,17,1012111,1101101101,1,2,2,8,6,10,3,3,7,9,26,16,17,31,29,51,23,6,25,1
878,439,1,17,121021,110110111,1,4,5,10,10,14,2,2,4,5,32,29,9,16,15,26,12,37,13,1
879,879,0,53,1012120,1101101111,0,4,4,10,8,12,5,5,9,11,28,18,19,33,31,53,25,8,27,3
880,55,4,41,2001,110111,1,0,6,0,3,4,17,9,26,24,18,14,12,8,2,55,55,55,55,55
881,881,0,41,1012122,1101110001,2,1,6,1,10,14,7,7,11,13,30,20,21,35,33,55,27,10,29,5
882,441,1,7,121100,110111001,0,1,0,1,12,16,4,4,6,7,34,31,11,18,17,28,14,39,15,3
883,883,0,7,1012201,1101110011,1,3,1,3,12,16,9,9,13,15,32,22,23,37,35,57,29,12,31,7
884,221,2,41,22012,11011101,2,1,4,1,0,0,12,14,18,4,36,16,6,33,9,44,38,20,8,2
885,885,0,41,1012210,1101110101,0,0,3,5,1,1,11,11,15,17,34,24,25,39,37,0,31,14,33,9
886,443,1,17,121102,110111011,2,3,2,3,1,1,6,6,8,9,36,33,13,20,19,30,16,41,17,5
887,887,0,17,1012212,1101110111,2,2,5,7,3,3,13,13,17,19,36,26,27,41,39,2,33,16,35,11
888,111,3,24,11010,1101111,0,1,6,1,7,9,16,19,24,18,0,29,25,17,5,52,50,44,40,38
889,889,0,53,1012221,1101111001,1,4,0,9,5,5,15,15,19,21,1,28,29,43,41,4,35,18,37,13
890,445,1,24,121111,110111101,1,0,4,5,3,3,8,8,10,11,1,35,15,22,21,32,18,43,19,7
891,891,0,14,1020000,1101111011,0,1,2,0,7,7,17,17,21,23,3,30,31,45,43,6,37,20,39,15
892,223,2,24,22021,11011111,1,3,6,3,2,2,14,16,20,6,1,18,8,35,11,46,40,22,10,4
893,893,0,24,1020002,1101111101,2,3,4,2,9,9,0,19,23,25,5,32,33,0,45,8,39,22,41,17
894,447,1,34,121120,110111111,0,2,6,7,5,5,10,10,12,13,3,37,17,24,23,34,20,45,21,9
895,895,0,34,1020011,1101111111,1,0,6,4,11,11,2,21,25,27,7,34,35,2,47,10,41,24,43,19
896,7,7,5,21,111,1,2,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
897,897,0,22,1020020,1110000001,0,2,1,6,0,13,4,0,27,29,9,36,37,4,49,12,43,26,45,21
898,449,1,41,121122,111000001,2,4,1,9,7,7,12,12,14,15,5,39,19,26,25,36,22,47,23,11
899,899,0,41,1020022,1110000011,2,4,3,8,2,15,6,2,0,0,11,38,39,6,51,14,45,28,47,23
900,225,2,17,22100,11100001,0,0,1,5,4,4,16,18,22,8,3,20,10,37,13,48,42,24,12,6
901,901,0,17,1020101,1110000101,1,1,5,10,4,0,8,4,2,2,13,40,41,8,0,16,47,30,49,25
902,451,1,17,121201,111000011,1,1,3,0,9,9,14,14,16,17,7,0,21,28,27,38,24,49,25,13
903,903,0,41,1020110,1110000111,0,3,0,1,6,2,10,6,4,4,15,1,0,10,2,18,49,32,51,27
904,113,3,2,11012,1110001,2,3,1,3,9,11,18,21,26,20,2,31,27,19,7,54,52,46,42,40
905,905,0,22,1020112,1110001001,2,0,2,3,8,4,12,8,6,6,17,3,2,12,4,20,51,34,53,29
906,453,1,2,121210,111000101,0,3,5,2,11,11,16,16,18,19,9,2,23,30,29,40,26,51,27,15
907,907,0,17,1020121,1110001011,1,2,4,5,10,6,14,10,8,8,19,5,4,14,6,22,53,36,55,31
908,227,2,2,22102,11100011,2,2,3,7,6,6,18,20,24,10,5,22,12,39,15,50,44,26,14,8
909,909,0,2,1020200,1110001101,0,4,6,7,12,8,16,12,10,10,21,7,6,16,8,24,55,38,57,33
910,455,1,12,121212,111000111,2,0,0,4,0,13,18,18,20,21,11,4,25,32,31,42,28,53,29,17
911,911,0,12,1020202,1110001111,2,1,1,9,1,10,18,14,12,12,23,9,8,18,10,26,57,40,59,35
912,57,4,10,2010,111001,0,2,1,2,5,6,0,11,28,26,20,16,14,10,4,57,57,57,57,57
913,913,0,46,1020211,1110010001,1,3,3,0,3,12,1,16,14,14,25,11,10,20,12,28,59,42,61,37
914,457,1,46,121221,111001001,1,2,2,6,2,15,1,20,22,23,13,6,27,34,33,44,30,55,31,19
915,915,0,46,1020220,1110010011,0,0,5,2,5,14,3,18,16,16,27,13,12,22,14,30,0,44,63,39
916,229,2,10,22111,11100101,1,4,5,9,8,8,1,22,26,12,7,24,14,41,17,52,46,28,16,10
917,917,0,10,1020222,1110010101,2,2,0,4,7,16,5,20,18,18,29,15,14,24,16,32,2,46,65,41
918,459,1,46,122000,111001011,0,4,4,8,4,0,3,22,24,25,15,8,29,36,35,46,32,57,33,21
919,919,0,46,1021001,1110010111,1,4,2,6,9,1,7,22,20,20,31,17,16,26,18,34,4,48,67,43
920,115,3,10,11021,1110011,1,0,3,5,11,13,1,0,28,22,4,33,29,21,9,56,54,48,44,42
921,921,0,46,1021010,1110011001,0,1,4,8,11,3,9,1,22,22,33,19,18,28,20,36,6,50,69,45
922,461,1,10,122002,111001101,2,1,6,10,6,2,5,1,26,27,17,10,31,38,37,48,34,59,35,23
923,923,0,22,1021012,1110011011,2,3,6,10,0,5,11,3,24,24,35,21,20,30,22,38,8,52,0,47
924,231,2,46,22120,11100111,0,1,0,0,10,10,3,1,28,14,9,26,16,43,19,54,48,30,18,12
925,925,0,46,1021021,1110011101,1,0,1,1,2,7,13,5,26,26,0,23,22,32,24,40,10,54,2,49
926,463,1,46,122011,111001111,1,3,1,1,8,4,7,3,28,29,19,12,33,40,39,50,36,61,37,25
927,927,0,41,1021100,1110011111,0,2,3,3,4,9,15,7,28,28,2,25,24,34,26,42,12,56,4,51
928,29,5,5,1002,11101,2,4,1,7,3,12,10,6,0,29,29,29,29,29,29,29,29,29,29,29
929,929,0,46,1021102,1110100001,2,4,5,5,6,11,17,9,1,30,4,27,26,36,28,44,14,58,6,53
930,465,1,10,122020,111010001,0,0,3,3,10,6,9,5,1,0,21,14,35,42,41,52,38,63,39,27
931,931,0,10,1021111,1110100011,1,1,0,7,8,13,0,11,3,1,6,29,28,38,30,46,16,60,8,55
932,233,2,29,22122,11101001,2,3,2,2,12,12,5,3,1,16,11,28,18,45,21,56,50,32,20,14
933,933,0,29,1021120,1110100101,0,3,2,9,10,15,2,13,5,3,8,31,30,40,32,48,18,62,10,57
934,467,1,29,122022,111010011,2,2,5,5,12,8,11,7,3,2,23,16,37,44,43,54,40,65,41,29
935,935,0,46,1021122,1110100111,2,0,4,0,12,0,4,15,7,5,10,33,32,42,34,50,20,64,12,59
936,117,3,5,11100,1110101,0,2,5,7,0,15,3,2,1,24,6,35,31,23,11,58,56,50,46,44
937,937,0,63,1021201,1110101001,1,2,6,2,1,2,6,17,9,7,12,35,34,44,36,52,22,66,14,61
938,469,1,5,122101,111010101,1,4,0,7,1,10,13,9,5,4,25,18,39,46,45,56,42,0,43,31
939,939,0,29,1021210,1110101011,0,4,1,4,3,4,8,19,11,9,14,37,36,46,38,54,24,1,16,63
940,235,2,46,22201,11101011,1,0,4,4,1,14,7,5,3,18,13,30,20,0,23,58,52,34,22,16
941,941,0,46,1021212,1110101101,2,1,3,6,5,6,10,21,13,11,16,39,38,1,40,56,26,3,18,65
942,471,1,46,122110,111010111,0,1,2,9,3,12,15,11,7,6,27,20,41,1,47,58,44,2,45,33
943,943,0,10,1021221,1110101111,1,3,5,8,7,8,12,0,15,13,18,0,40,3,42,58,28,5,20,67
944,59,4,10,2012,111011,2,4,3,4,7,8,2,13,1,28,22,18,16,12,6,0,59,59,59,59
945,945,0,10,1022000,1110110001,0,0,0,10,9,10,14,2,17,15,20,2,42,5,44,1,30,7,22,69
946,473,1,10,122112,111011001,2,3,4,0,5,14,17,13,9,8,29,22,0,3,49,1,46,4,47,35
947,947,0,10,1022002,1110110011,2,2,2,1,11,12,16,4,19,17,22,4,1,7,46,3,32,9,24,71
948,237,2,10,22210,11101101,0,2,6,6,3,16,9,7,5,20,15,32,22,2,25,1,54,36,24,18
949,949,0,10,1022011,1110110101,1,4,4,3,0,14,18,6,21,19,24,6,3,9,48,5,34,11,26,0
950,475,1,7,122121,111011011,1,0,6,2,7,16,0,15,11,10,31,24,2,5,51,3,48,6,49,37
951,951,0,7,1022020,1110110111,0,1,6,5,2,16,1,8,23,21,26,8,5,11,50,7,36,13,28,2
952,119,3,10,11102,1110111,2,4,0,9,2,0,5,4,3,26,8,37,33,25,13,1,58,52,48,46
953,953,0,7,1022022,1110111001,2,3,1,7,4,1,3,10,25,23,28,10,7,13,52,9,38,15,30,4
954,477,1,10,122200,111011101,0,2,1,4,9,1,2,17,13,12,33,26,4,7,0,5,50,8,51,39
955,955,0,7,1022101,1110111011,1,0,3,9,6,3,5,12,27,25,30,12,9,15,1,11,40,17,32,6
956,239,2,17,22212,11101111,2,4,1,8,5,1,11,9,7,22,17,34,24,4,27,3,56,38,26,20
957,957,0,17,1022110,1110111101,0,2,5,0,8,5,7,14,0,27,32,14,11,17,3,13,42,19,34,8
958,479,1,17,122202,111011111,2,4,3,6,11,3,4,19,15,14,35,28,6,9,2,7,52,10,53,41
959,959,0,46,1022112,1110111111,2,4,0,2,10,7,9,16,2,29,34,16,13,19,5,15,44,21,36,10
960,15,6,5,120,1111,0,0,1,4,2,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
961,961,0,15,1022121,1111000001,1,1,2,4,12,9,11,18,4,0,36,18,15,21,7,17,46,23,38,12
962,481,1,15,122211,111100001,1,1,5,8,0,5,6,21,17,16,0,30,8,11,4,9,54,12,55,43
